protocol_id,domain,split,order,stem,input_relpath,target_relpath,input_bytes,target_bytes,input_sha256,target_sha256,rank_sha256
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,0,1319,FoggyCityscapes/input/1319.png,FoggyCityscapes/target/1319.png,194807,207084,bb67301773d51c441c9f4a61bcc743d2e1ef90271b1262d6b8c8dc86ef93be54,b3aa2ade8aeb29f0ababb2ab1a0dd2e85e87c4af0893b3ed206aa1f1dd8cf3f6,00006a1be96ec0f6e1f612125a3e2ba59d0abfbe3340c0a600e2b6a4117ebcda
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,1,2045,FoggyCityscapes/input/2045.png,FoggyCityscapes/target/2045.png,184677,197732,66cca887d5631ca9101330fa8cbeee6ff581745be8a5d7f84b0b8df8d3023026,721b1ebd119b94ca2b7b6c94358f3dd06c37e9da59946a5b428b18c95c5a46e8,00043a52e9a5a4a1aee3ef95020246a341110f909c820fd668a4ac921e805d78
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,2,2268,FoggyCityscapes/input/2268.png,FoggyCityscapes/target/2268.png,205806,215171,b87a2bf3a17760175cc6673cf1ad1d7387962034fe7c719b4a1d76163c31ba9f,5d79599fa5dc97ed76f78b0c77458cd81df21a5501b96b8a22ace7fcd0629d0c,001dd4f88aad059235486f02874b2979e8c95f949e72ba897c4720b22ef80c49
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,3,1005,FoggyCityscapes/input/1005.png,FoggyCityscapes/target/1005.png,206913,218493,125d305452411fefa789d672a382987636307e1af97e5656cc5d95ec68f3b5ad,2c772e37b262767ec8cb8dbf3796ea5048bac440c18c43844a1bf01ec556e6c9,0045da3f215f4bb51da3876d1179898221e18e17267ff98bc9129b6398d22c6c
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,4,0107,FoggyCityscapes/input/0107.png,FoggyCityscapes/target/0107.png,230184,235902,0dae4ab8fa9dc53cf2e5153c6d2f9a24727b4ab10f88c2a491e19e708d2f0da5,908682007d821b68b0e9a9e0c0e7600ac7ca2e3c5de4f07f16a2b3ff9d5b40ae,005249b3c66fb920029cb1a6c396d9e99977efd5b7f3d1d6e7259921ec9d42fe
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,5,2428,FoggyCityscapes/input/2428.png,FoggyCityscapes/target/2428.png,183973,210141,d7d66b4da78fb837bf96fd505f0ef03291c3ad0dbdecf8b93e7bd13a83b889c8,bc429bd5635a5f8b40ca1e4e10cbad7e1183b129d19a5621081e871064a4fb3b,005b1571134614e945b1fdbc235999bfc6fd35fd67264b719c72db7ffee40253
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,6,2608,FoggyCityscapes/input/2608.png,FoggyCityscapes/target/2608.png,197058,204610,c0a0f21941618a97dd4f12e9a63f213cc76cf9650b44744851f6194c82067f48,39d92ac8e56532f4ec2dd00bebae9061be78bac81299ea50faffc3aae292434c,005b8a5559bb4509aa52d577f4d74d3cd75cd70603104759f55921ffe047c0f5
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,7,3292,FoggyCityscapes/input/3292.png,FoggyCityscapes/target/3292.png,164567,181073,a2b6107b713e9d941bbee4774291992757949100a7df0d461d54131a1e01056a,9e832c2efc32bfa34bf1bdee52ff074cc6bb8ae07e802b95eb26f20657fa6811,006357b826ae0321227561eeaa3388f9d55eaf6f7992f845e45a2339a30519f2
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,8,2166,FoggyCityscapes/input/2166.png,FoggyCityscapes/target/2166.png,188267,208786,e7ac97d49d4a51aecf64a340139fa3c1e0d7b58d49349605239945b1da090aeb,e88ddfbc87089cb98f33ffdf088a1f4bc20aeff0091559d369772dffd9f8f037,0066cd12f7976f4ec507afe4cbf26dc3de457310c4e576e4920a1ae959a54c11
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,9,0961,FoggyCityscapes/input/0961.png,FoggyCityscapes/target/0961.png,180045,201907,a91cc4e19b2f6c65ec3078270f384de45a2817d71c49b9990ce48ea87fa7ed4a,58ef58ac4668681b3d786c7cd900849f6517dfad22ebae71f00ac6ea44e7986c,006db5448185eb3dc559e1e5c76cfc0434f1930066792f21930b8a80caa1310d
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,10,3366,FoggyCityscapes/input/3366.png,FoggyCityscapes/target/3366.png,181771,199932,2d08e3032a324ef451563216c77e6c592d27096f4089fa9002c4f5d1218a3f1a,0190171eb07473f83828cdebd0ea32bbe012194295025560efd2aa620c0e5200,0071aed9a2c4388f0dbf79621151c0e75143ea1cc93bec8fbb76de962c058921
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,11,1126,FoggyCityscapes/input/1126.png,FoggyCityscapes/target/1126.png,198663,213305,5ad2addd3c831f79b6a4431e5759393cb4f00d7864dfa41ef0a757b2eea2f44c,97988b5f9478aae54029fe9fe2b23fe73c5ddc95e7cd4ecfe82695b140f920f6,007688e2f237b8707083384a79ff885f4b4e3f327162230fb804b7c627c736d6
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,12,1467,FoggyCityscapes/input/1467.png,FoggyCityscapes/target/1467.png,194047,217511,c52637645cf0ac8e0b2f1edf762a58de76fe063a9738034490af3128f71b34b0,45fd7e7644dcc1b3791b435fd51ed2eadf4e30954c8a6d0597ba5e4bf6ebb2da,007ed7518425fc5559977069f9e1eac2ae5670acaac1a6519b727eaee00ac7f6
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,13,0533,FoggyCityscapes/input/0533.png,FoggyCityscapes/target/0533.png,172113,204406,2e331aed593ece99bffb69bfc14eb67eebcd9fc8ba4efb4a53638f4ccfb6a8af,629cab69b70df526e3d80613836f305cee0859b49a340979884ea77fecf9c725,0089a896f9f08c48b33fa8c67556a2793d0c1eaffe85d0ea83a0ef18c425da74
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,14,2132,FoggyCityscapes/input/2132.png,FoggyCityscapes/target/2132.png,202791,222353,c8f3fcd19168ff2be3e6cfaa4cf220050bdc20f6fba37e3e477a61ef5c129335,b7ca22f99d48bdc8fad43ff99de938bf1c0a1739a52b7a5474d90653a0603433,00935546e9c65375dcdd692195a81344354bde832a5a5c1ec954f6b5e0373dc4
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,15,2865,FoggyCityscapes/input/2865.png,FoggyCityscapes/target/2865.png,127269,183373,9d04045026a37a790aecb3ca0ef78eb04052aa20d442cee540b7b62306eab14c,3a6c9a7e2aec7648946a308c06fdc0e5ab943bdcea4748e8723d03fdfaeead6d,00e35039a0a6670f39330c07749c38389bd68b486a89c2a873bb0e87e44548b1
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,16,1537,FoggyCityscapes/input/1537.png,FoggyCityscapes/target/1537.png,167027,218714,e93d75d95b4dabe35d259843c4b602d4d8906bb57fecce2f2fbf2f25b81d5e0a,955e085bd2817d01e133b852556fed40cd2d699027e6c78b1577ca1402e8bd9c,00eaf7f52728519e1ab18e1b4b4067e36776111380f83db41d000c379518d7b4
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,17,2482,FoggyCityscapes/input/2482.png,FoggyCityscapes/target/2482.png,187720,205827,162ada6114ce17b19cf5a8e58188ba26b3e987cb62d55499f9528897a8493220,17d0b44f8e4b78cc9081e6bbd3843d6a734d9b8ed0c3c2001e708080546a12d9,011019f607e5c4841e26e9dca752b82bdd938589864d4a58a8b671ba5ba4b6c1
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,18,2722,FoggyCityscapes/input/2722.png,FoggyCityscapes/target/2722.png,185631,199760,05e3fa5db55bc98a6bf38ea3ea736f03b43d74cba8d80fa857073572849d2e9f,a9c8392aed0b1dd8a58181e54729da7f7c2ba392c3000283e162da9088f8799d,0110827eda8d704015a736691cc0ffae9e6162a1c4a3e8bd8513c4148db0308c
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,19,4343,FoggyCityscapes/input/4343.png,FoggyCityscapes/target/4343.png,214380,222981,02f4739762714d7b85995f9de606f5b09ab9f7c1c91865f2a8ec94ce934a01a9,cafe5bf976ca0c92535eacac19747e49108e1c184a28ce8fb854d5f860230cf0,0110d1f5468b85854b5f6539703cc34f8e21daa7ed471d47cc39492df2601867
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,20,4318,FoggyCityscapes/input/4318.png,FoggyCityscapes/target/4318.png,183944,192345,1e6584eaa1a3a819871a12bee03578fe71f59ce764aa04d5cb9f72ae6c3098f2,306a215d7cd02b1d0b3f188f5f247bc28ece61a2b98a289aa6a90bbe5d92b64f,0129e611671f32c817b40a4d4482d5eafd707f7edbdf2fa0469b46730f3443aa
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,21,1876,FoggyCityscapes/input/1876.png,FoggyCityscapes/target/1876.png,246321,260794,24a265a6816fc6d5a9a23930b99fd74d586c190379d035d65da61e103d6e9f5e,dc02eb2021cf0aedfc4c869d9dccf91fb5575f18cfb0bfbaddb44c4d6bd6835c,0130c68fc61a620f5042ea75fa28e604ca7bdfe7a7ee74aa7eb938fb5234418c
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,22,0813,FoggyCityscapes/input/0813.png,FoggyCityscapes/target/0813.png,155113,214545,fbecbabac8174f68841b232b5328abd02e1ebe945b369772b0c7685dff637783,dc5b625afd7a821627be54d3106b8ee2c0b79e442b95b366816ed1e4837588b8,01473b0ee7d5552d43636574f73005c5ff54c5354b216775ed26ca279c2cad2e
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,23,3728,FoggyCityscapes/input/3728.png,FoggyCityscapes/target/3728.png,181503,234278,5283b66dd9848eabf4b7a9d0eb43e6ad8d59106f80dffbc7975f7a6b18c8703b,a1e53013629d759682fbb03cb5161b81310930cf0759eee53f376485f54b0607,015702a40a17222088f881b476d5a59b55a1958b95866b0e8abd4c67f9e82e32
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,24,0594,FoggyCityscapes/input/0594.png,FoggyCityscapes/target/0594.png,182012,215050,e12196488320f0e67d0d1137356a46c394d30c23f5f2948257194e09fb57e0de,c390125a58da3e8e049bba4d9530484e465d91bb9862d7638ebfa7212a76ec5a,0158eadcd388be881f2ea026bd326ef08d2118c60ba3a8410c2df5eedf6ab966
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,25,2603,FoggyCityscapes/input/2603.png,FoggyCityscapes/target/2603.png,197092,223784,09d52ea3ce2a15e69dffa9ada304dd751a411f4187917614c1f959e777715f06,9a1fa92209bf255b26bbb52c3d94234663a97a7279729ef4217795d2291ffc98,015b2260df7d3cd4d7034ebf1842c211c65dd92dc7f772e2a40b8ac5fb967d30
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,26,1035,FoggyCityscapes/input/1035.png,FoggyCityscapes/target/1035.png,172946,189993,0af018c5db7980eabb5caf5a71f62841b313b6f71aed1a5753f41075cfdf8537,e6d6fd79aed9668c2f4952b53def66991910589de38fe12094b6692a7d5d2639,016caae1f9cc1054a5a24e7cf9a2821c79f39019ac97e5d385df02b207352815
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,27,0088,FoggyCityscapes/input/0088.png,FoggyCityscapes/target/0088.png,236757,242795,6c1fe8fa6ffb3e70af23a4a4461c96b6da69affe36fd9a24a45d4bce43b86129,7508947ad5c87446bcd4c50438c5237fc160904569477c689f31ab05fa2cd8b1,016fa90ef39ebce76f0d639a8a14e556fd8fb1958c88d150b28eb91e78b05bb6
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,28,1380,FoggyCityscapes/input/1380.png,FoggyCityscapes/target/1380.png,192981,204262,cc96a6fdd4cfedd2744cce134a8ed9ac77a89e572a435451a2ea822b5d49eda8,49be46687e5ffb29fb81e5bc2fcf5138b17c236c2ee074e222be7d9a06c9a374,0173021f8bce96a4d8b6e72dbada29d993bb54108e20437aafaeb07f6d04c086
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,29,3172,FoggyCityscapes/input/3172.png,FoggyCityscapes/target/3172.png,185297,193776,5e9de167231b54a403b604751e9e1779c019c8f2f6d5390089489716e7f251bb,37c108df53866cc710bc1d7ba0e994f4ffccf23f359474ca36524cecdad1f36b,0175fc7ba209b366ff06470b003f4ea1c1c1fe509c3438099ec491bde46522ec
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,30,1141,FoggyCityscapes/input/1141.png,FoggyCityscapes/target/1141.png,206473,219992,1a5ab579678272a38086fe8e46ad3aab50822da6b1e8783822a0012422835d6e,8074eb0a72b5ca20dd228e85fa95343f968e298bcb2bf47fcafa540e7a609b28,017946b1eb457d069af075f7dd113a22539be8bb35d8cde7e1f6db370aecdfdf
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,31,0592,FoggyCityscapes/input/0592.png,FoggyCityscapes/target/0592.png,193793,201926,e1e971d4049f98243e07d97e154f4e30cbfd2d215704a990bc8d1aae7a2ee0dd,18134f6891488a7384ba78b1cea9df75abf6daec522d5d8516fdbb10749bc9e2,01903f0a94bb304421b49af901845167f9c3855d8f696b0609eeb7f7236da90a
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,32,0294,FoggyCityscapes/input/0294.png,FoggyCityscapes/target/0294.png,172724,199027,de0b2d122a942de36106f174f2a88748356feaf4d0e2ae2ee6fb02419fdea4c2,bfd19e06a2c687e0aa25f80a00d76f631af06ec7b87f3f74290d4338c6b31d8a,0198ea4f73708b7713043681826f1d39e7edfa66932009c574d8795b6fb986b6
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,33,1309,FoggyCityscapes/input/1309.png,FoggyCityscapes/target/1309.png,199166,226772,f8df925933bdb0299777f51b650de2b4401fce73c5db19a0fe0b1c6f3d0b1337,576b1a7e460642b5a009f7bc75639c2c5e91797df51bbd03cbd6afbcca763e4a,019e7184da924fdb4004f85ccb34d88322435fd2bcb1d69c190414cac3e448fd
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,34,2782,FoggyCityscapes/input/2782.png,FoggyCityscapes/target/2782.png,160327,189408,eeb7c08c3459bdc94e75c67d10282013d4e8bf6e6e1c71b95b10eeda2274c038,cfb41e7f2ed647803708348dbc0262bc528eecc1126e2f6ada2f4ae5af3d064e,01a78867f998ffe9cc581ab9177c8ff316fbbddbbdf5709502b32d903da20327
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,35,4216,FoggyCityscapes/input/4216.png,FoggyCityscapes/target/4216.png,196570,214436,d690b0bda102a089ac9eb9df198f5aea87635b3e04cbc071280203435ae3e867,6208be8517497530f1342a5983939137bd91ffab6c8c68a5974ae7ca024a4dee,01b1b8d4731144215ce8b22dfdc847c9db1b77f077a68d159d4f981f90b2a4e8
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,36,3763,FoggyCityscapes/input/3763.png,FoggyCityscapes/target/3763.png,184219,203409,730a7cd5ae58a2f057ffa055c282e4784c3aa97bd55ae472c18dbc2303e1d070,270465ed26aabc920a29b992ca2909555ed85a2335d8b6c26712d18600844a9b,01b1f57a669e387738250f8c78ef2dabd51447e03040ba7e14a58ec68e029f96
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,37,0965,FoggyCityscapes/input/0965.png,FoggyCityscapes/target/0965.png,214745,220626,61c60f22f54ede8c3159d669d5575875f0e7856abd2cfda9b9eca1d73cad1367,f1c747a047d421f5e5600d952633c96e54fedb4cdca3c2ca8095aecb81253dbc,01b3d1378c076eae513ad7657496d492834b65cf0bb7d75b1901d3ed00ab1950
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,38,2048,FoggyCityscapes/input/2048.png,FoggyCityscapes/target/2048.png,176347,200144,0d633b60928b3aa843f5c6b37b8313ee5ad54299fe591b7bfa82f082642e6983,b0e9898bd65214cc1b1a00a4d5807f956854c63a2c5d89113ed963fb9443b3da,01b4e7481691bfd5a1dadf1fbf0c614f4ef9d3921fb58d62480266bab3402a62
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,39,1148,FoggyCityscapes/input/1148.png,FoggyCityscapes/target/1148.png,199292,215768,3cabb10ee323a4b120505873b50ce06ea81fc638b6a427b094380ef12dbf4f3e,031d86317f24cd8c0dfb22d91c0157a3db7eecfbbc733d3b8c59d914f84d8446,01be728241ce13acea3dbf55bfac72d2d350ba71709ac0ad582c98cbfa683b22
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,40,1974,FoggyCityscapes/input/1974.png,FoggyCityscapes/target/1974.png,191398,198728,e3e30267e46c6d0030d5173fca17cfcb7eca7c46e70a9952664cbed3e82a4e20,53fe4b93cdb94226f946166a1522bc39fa1cf93b4b61b5ad5e5fe7ec690ac408,01c667fdf439167e073c246290a80b795d70b0de1eb9c802d325e0bf61dccc94
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,41,2824,FoggyCityscapes/input/2824.png,FoggyCityscapes/target/2824.png,162120,191443,f3ef94ed80740a674b0e88a2548b2019b052e9eeb261f34d1df6552aa52d4981,935888573e2e9802c1e90c00496541ed11a1cc386fafbbe426b2b8564c27f481,01cd0012e62f7c5d47b620c4d68c4062bfacbfd38b43fd56298eb6e113776f44
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,42,1680,FoggyCityscapes/input/1680.png,FoggyCityscapes/target/1680.png,185421,214042,95c3ec54e3719af75920af1d16d3cbdb59185d161702438fc137615434f4775d,6b7a9e28f7f55e7c6eb4d812ed6536d27137e16525b8314b718d76d65c253afc,01d18577f9a41b0d39b0cd16e51c1210b5f4729141bfec6ab029cbfd3f5a2b32
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,43,2673,FoggyCityscapes/input/2673.png,FoggyCityscapes/target/2673.png,201455,215496,e4837d33c61d636fbde022bdf36a83e76a8a40d4bdcad5add13036a091c42166,8fab2be2b28384161e8780ac1f4a54dc9e7135f8983d3eb392b6df26c1d2fa7c,01d8f3eeba653f88a78414bb9c3c6774078acd2bc958f9f5a527963f2f9b7060
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,44,3359,FoggyCityscapes/input/3359.png,FoggyCityscapes/target/3359.png,181448,203305,82f380b780d6bd9fe272de2ceea582d23f83d8dc2110019cb3a8c3a2932993f3,daf24635310ce505bb6d0e8211a07ba8f5a3aa60a262daec692c102608865b88,01fd7067b6ad7ab774b70bcf4e21e40e2108ddc808f0199f06ebd3c8417017ba
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,45,3462,FoggyCityscapes/input/3462.png,FoggyCityscapes/target/3462.png,202734,234278,1a1026976ae021e135427adb4f5bab63b5a9b23f238b2fd3c2a1e786e9b51f06,a1e53013629d759682fbb03cb5161b81310930cf0759eee53f376485f54b0607,01fdcb38eb925fbf68346fa95e25d6f7fe5636935531238dc06d1171935433e5
four-method-motivation-six-domain-s2026-20260813,FoggyCityscapes,train,46,0869,FoggyCityscapes/input/0869.png,FoggyCityscapes/target/0869.png,204662,218307,416261056a0243f41bbbd0b0746cc50fcf6e96089611c9268fd95fff79541f74,1943e8a8e56b158508b3a04f0faaca1f8f134844ec9af89c0ca9a006d457ff28,025672d020f8aa6a98f235d8a1a75b941ce87334f6f7d300130d32b1bf241e59
